from_va,to_va,kind,instruction,symbol
0x0052d844,0x0052d3d0,direct_call,call 0x52d3d0,
0x0052d853,0x0040b280,direct_call,call 0x40b280,
0x0052d882,0x0052d3f0,direct_call,call 0x52d3f0,
0x0052d88f,0x0052d5a0,direct_call,call 0x52d5a0,
0x0052d8ad,0x005429ee,direct_call,call 0x5429ee,
0x0052d8c5,0x00567600,immediate,push 0x567600,
0x0052d8e9,0x0052da20,direct_call,call 0x52da20,
0x0052d91e,0x0052db40,direct_call,call 0x52db40,
0x0052d94a,0x00414030,direct_call,call 0x414030,
0x0052d95f,0x0052edf0,direct_call,call 0x52edf0,
0x0052d97e,0x0052d910,direct_call,call 0x52d910,
0x0052d9a2,0x0052d940,direct_call,call 0x52d940,
0x0052da02,0x0052d9c0,direct_call,call 0x52d9c0,
0x0052da37,0x0052d040,direct_call,call 0x52d040,
0x0052da40,0x004fbff0,direct_call,call 0x4fbff0,
0x0052da4b,0x0040f160,direct_call,call 0x40f160,
0x0052da54,0x0040b670,direct_call,call 0x40b670,
0x0052da63,0x0052d1b0,direct_call,call 0x52d1b0,
0x0052da75,0x00567600,immediate,push 0x567600,
0x0052da99,0x0041fd20,direct_call,call 0x41fd20,
0x0052dab7,0x0052d8c0,direct_call,call 0x52d8c0,
0x0052dae0,0x00422d90,direct_call,call 0x422d90,
0x0052daeb,0x00425cc0,direct_call,call 0x425cc0,
0x0052daf6,0x00425cc0,direct_call,call 0x425cc0,
0x0052db01,0x00425cc0,direct_call,call 0x425cc0,
0x0052db06,0x005756e8,immediate:string,push 0x5756e8,initialize TrophyInf
0x0052db0b,0x0040c6b0,direct_call,call 0x40c6b0,
0x0052db61,0x0040b670,direct_call,call 0x40b670,
0x0052db7a,0x0052db90,direct_call,call 0x52db90,
0x0052dba6,0x0052ee70,direct_call,call 0x52ee70,
0x0052dbb0,0x0040c080,direct_call,call 0x40c080,
0x0052dbb8,0x0040f160,direct_call,call 0x40f160,
0x0052dbc1,0x0040b670,direct_call,call 0x40b670,
0x0052dbd5,0x004fbff0,direct_call,call 0x4fbff0,
0x0052dbdb,0x0040b4d0,direct_call,call 0x40b4d0,
0x0052dbe8,0x0052d250,direct_call,call 0x52d250,
0x0052dbf5,0x005429ee,direct_call,call 0x5429ee,
0x0052dc05,0x00567600,immediate,push 0x567600,
0x0052dc2f,0x0057570c,immediate:string,push 0x57570c,shutdown TrophyInf
0x0052dc34,0x0040c6b0,direct_call,call 0x40c6b0,
0x0052dc49,0x004124b0,direct_call,call 0x4124b0,
0x0052dc5b,0x004124b0,direct_call,call 0x4124b0,
0x0052dc70,0x0052db70,direct_call,call 0x52db70,
0x0052dc78,0x0041fdf0,direct_call,call 0x41fdf0,
0x0052dcb5,0x0052dcc0,immediate,jne 0x52dcc0,
0x0052dcbe,0x0052dcc7,immediate,jmp 0x52dcc7,
0x0052dcee,0x0052ee10,direct_call,call 0x52ee10,
0x0052dd1b,0x004c5c80,direct_call,call 0x4c5c80,
0x0052dd3a,0x0052dd00,direct_call,call 0x52dd00,
0x0052dd9a,0x0052dd70,direct_call,call 0x52dd70,
0x0052ddda,0x0052ddb0,direct_call,call 0x52ddb0,
0x0052ddfe,0x0040ec90,direct_call,call 0x40ec90,
0x0052de4e,0x0052de20,direct_call,call 0x52de20,
0x0052de6e,0x0052d970,direct_call,call 0x52d970,
0x0052de7a,0x0052deb0,direct_call,call 0x52deb0,
0x0052debe,0x0052de90,direct_call,call 0x52de90,
0x0052deda,0x0052dc00,direct_call,call 0x52dc00,
0x0052dee5,0x0052def5,immediate,je 0x52def5,
0x0052deed,0x0054278d,direct_call,call 0x54278d,
0x0052df19,0x0052efb0,direct_call,call 0x52efb0,
0x0052df46,0x0052df61,immediate,je 0x52df61,
0x0052df4c,0x0052e0ce,immediate,je 0x52e0ce,
0x0052df56,0x0052e114,immediate,je 0x52e114,
0x0052df5c,0x0052e148,immediate,jmp 0x52e148,
0x0052df67,0x0052f4c0,direct_call,call 0x52f4c0,
0x0052df6e,0x0052e0ce,immediate,je 0x52e0ce,
0x0052df82,0x0052f740,direct_call,call 0x52f740,
0x0052df8f,0x0052f800,direct_call,call 0x52f800,
0x0052dfa2,0x005757c4,immediate:string,push 0x5757c4,trophy
0x0052dfae,0x0049e080,direct_call,call 0x49e080,
0x0052dfc8,0x005757c4,immediate:string,push 0x5757c4,trophy
0x0052dfd4,0x0049e080,direct_call,call 0x49e080,
0x0052dfee,0x005757c4,immediate:string,push 0x5757c4,trophy
0x0052dffa,0x0049e080,direct_call,call 0x49e080,
0x0052e019,0x0052f060,direct_call,call 0x52f060,
0x0052e02a,0x0044ced0,direct_call,call 0x44ced0,
0x0052e047,0x0052d0d0,direct_call,call 0x52d0d0,
0x0052e068,0x0044add0,direct_call,call 0x44add0,
0x0052e07e,0x0044ced0,direct_call,call 0x44ced0,
0x0052e096,0x0052d140,direct_call,call 0x52d140,
0x0052e0b7,0x0044add0,direct_call,call 0x44add0,
0x0052e0c8,0x00426d70,direct_call,call 0x426d70,
0x0052e0df,0x004235c0,direct_call,call 0x4235c0,
0x0052e0e9,0x0052e112,immediate,je 0x52e112,
0x0052e0f1,0x0052f4c0,direct_call,call 0x52f4c0,
0x0052e0f8,0x0052e107,immediate,je 0x52e107,
0x0052e0ff,0x0052f800,direct_call,call 0x52f800,
0x0052e105,0x0052e112,immediate,jmp 0x52e112,
0x0052e10c,0x0052f800,direct_call,call 0x52f800,
0x0052e112,0x0052e148,immediate,jmp 0x52e148,
0x0052e11a,0x0044fcd0,direct_call,call 0x44fcd0,
0x0052e125,0x0044fcd0,direct_call,call 0x44fcd0,
0x0052e130,0x0044fcd0,direct_call,call 0x44fcd0,
0x0052e139,0x004217c0,direct_call,call 0x4217c0,
0x0052e146,0x0052e160,immediate,jmp 0x52e160,
0x0052e156,0x00423540,direct_call,call 0x423540,
0x0052e179,0x00575700,immediate:string,push 0x575700,trophy.anm
0x0052e186,0x0044eb30,direct_call,call 0x44eb30,
0x0052e19b,0x0052e1b4,immediate,jne 0x52e1b4,
0x0052e1a7,0x00454150,direct_call,call 0x454150,
0x0052e1b2,0x0052e207,immediate,jmp 0x52e207,
0x0052e1b8,0x0052f030,immediate,push 0x52f030,
0x0052e1bf,0x004122c0,direct_call,call 0x4122c0,
0x0052e1d1,0x0049dea0,immediate,push 0x49dea0,
0x0052e1d8,0x00412360,direct_call,call 0x412360,
0x0052e1f6,0x0052efb0,direct_call,call 0x52efb0,
0x0052e200,0x0052f800,direct_call,call 0x52f800,
0x0052e215,0x0056afc6,immediate,push 0x56afc6,
0x0052e23b,0x00575700,immediate:string,push 0x575700,trophy.anm
0x0052e248,0x0044ee50,direct_call,call 0x44ee50,
0x0052e24f,0x0052e26b,immediate,jne 0x52e26b,
0x0052e25b,0x00454150,direct_call,call 0x454150,
0x0052e266,0x0052e713,immediate,jmp 0x52e713,
0x0052e270,0x00575720,immediate:string,push 0x575720,D:\cygwin\home\zun\prog\th20\src\game\trophy.cpp:92 TrophyMsgInf
0x0052e27b,0x0052d5c0,direct_call,call 0x52d5c0,
0x0052e28b,0x00575764,immediate:string,push 0x575764,trophy.txt
0x0052e290,0x00410aa0,direct_call,call 0x410aa0,
0x0052e2a3,0x0040c080,direct_call,call 0x40c080,
0x0052e2b2,0x0046a830,direct_call,call 0x46a830,
0x0052e2c8,0x0051b500,direct_call,call 0x51b500,
0x0052e2f2,0x0051b500,direct_call,call 0x51b500,
0x0052e309,0x004fed00,direct_call,call 0x4fed00,
0x0052e332,0x00515550,direct_call,call 0x515550,
0x0052e366,0x0051b5e0,direct_call,call 0x51b5e0,
0x0052e376,0x0051b500,direct_call,call 0x51b500,
0x0052e3a0,0x0051b500,direct_call,call 0x51b500,
0x0052e3b7,0x004fed00,direct_call,call 0x4fed00,
0x0052e3e0,0x00515550,direct_call,call 0x515550,
0x0052e414,0x0051b5e0,direct_call,call 0x51b5e0,
0x0052e425,0x0040c080,direct_call,call 0x40c080,
0x0052e438,0x005142b0,direct_call,call 0x5142b0,
0x0052e446,0x0040c080,direct_call,call 0x40c080,
0x0052e44e,0x00447cc0,direct_call,call 0x447cc0,
0x0052e462,0x00515500,direct_call,call 0x515500,
0x0052e481,0x00516420,direct_call,call 0x516420,
0x0052e48b,0x0052e6c1,immediate,je 0x52e6c1,
0x0052e494,0x0041ca90,direct_call,call 0x41ca90,
0x0052e49b,0x0052e4af,immediate,je 0x52e4af,
0x0052e4a2,0x0049f1c0,direct_call,call 0x49f1c0,
0x0052e4ad,0x0052e4b6,immediate,jne 0x52e4b6,
0x0052e4af,0x0052e457,immediate,jmp 0x52e457,
0x0052e4b1,0x0052e6bc,immediate,jmp 0x52e6bc,
0x0052e4bb,0x0049f1c0,direct_call,call 0x49f1c0,
0x0052e4c6,0x0052e4d2,immediate,jne 0x52e4d2,
0x0052e4c8,0x0052e6c1,immediate,jmp 0x52e6c1,
0x0052e4cd,0x0052e6bc,immediate,jmp 0x52e6bc,
0x0052e4d7,0x0049f1c0,direct_call,call 0x49f1c0,
0x0052e4e2,0x0052e6bc,immediate,jne 0x52e6bc,
0x0052e4f6,0x0051cc80,direct_call,call 0x51cc80,
0x0052e517,0x0044baf0,direct_call,call 0x44baf0,
0x0052e523,0x0040db70,direct_call,call 0x40db70,
0x0052e537,0x0052f9b0,direct_call,call 0x52f9b0,
0x0052e54f,0x0040e5a0,direct_call,call 0x40e5a0,
0x0052e55e,0x00449240,direct_call,call 0x449240,
0x0052e574,0x0052f590,direct_call,call 0x52f590,
0x0052e59d,0x00515500,direct_call,call 0x515500,
0x0052e5ce,0x0046a780,direct_call,call 0x46a780,
0x0052e5da,0x0052f100,direct_call,call 0x52f100,
0x0052e5ec,0x0052e5fd,immediate,jmp 0x52e5fd,
0x0052e604,0x0052e6bc,immediate,jge 0x52e6bc,
0x0052e614,0x0052e625,immediate,jmp 0x52e625,
0x0052e62c,0x0052e6b7,immediate,jge 0x52e6b7,
0x0052e63d,0x00515500,direct_call,call 0x515500,
0x0052e64e,0x00446de0,direct_call,call 0x446de0,
0x0052e65b,0x0052e632,immediate,jne 0x52e632,
0x0052e69e,0x0046a780,direct_call,call 0x46a780,
0x0052e6aa,0x0052f100,direct_call,call 0x52f100,
0x0052e6b2,0x0052e616,immediate,jmp 0x52e616,
0x0052e6b7,0x0052e5ee,immediate,jmp 0x52e5ee,
0x0052e6bc,0x0052e457,immediate,jmp 0x52e457,
0x0052e6c8,0x0052e6e6,immediate,je 0x52e6e6,
0x0052e6d7,0x0041f670,direct_call,call 0x41f670,
0x0052e6ed,0x00449240,direct_call,call 0x449240,
0x0052e6fc,0x00516530,direct_call,call 0x516530,
0x0052e70b,0x00449240,direct_call,call 0x449240,
0x0052e723,0x005429ee,direct_call,call 0x5429ee,
0x0052e739,0x004217c0,direct_call,call 0x4217c0,
0x0052e749,0x0044c430,direct_call,call 0x44c430,
0x0052e75b,0x0040d840,direct_call,call 0x40d840,
0x0052e77b,0x0052e789,immediate,je 0x52e789,
0x0052e787,0x0052e792,immediate,jmp 0x52e792,
0x0052e7af,0x0040e700,direct_call,call 0x40e700,
0x0052e7c4,0x0052d070,direct_call,call 0x52d070,
0x0052e7df,0x0040e700,direct_call,call 0x40e700,
0x0052e7f4,0x0052d0a0,direct_call,call 0x52d0a0,
0x0052e80c,0x004fbff0,direct_call,call 0x4fbff0,
0x0052e81b,0x004b6d80,direct_call,call 0x4b6d80,
0x0052e83f,0x0052e84d,immediate,je 0x52e84d,
0x0052e84b,0x0052e854,immediate,jmp 0x52e854,
0x0052e879,0x0040c080,direct_call,call 0x40c080,
0x0052e881,0x0040f160,direct_call,call 0x40f160,
0x0052e88a,0x0040b670,direct_call,call 0x40b670,
0x0052e892,0x0052eba0,direct_call,call 0x52eba0,
0x0052e89a,0x0052e8ab,immediate,jbe 0x52e8ab,
0x0052e89f,0x0052eba0,direct_call,call 0x52eba0,
0x0052e8a9,0x0052e8b2,immediate,jmp 0x52e8b2,
0x0052e8bb,0x0052eba0,direct_call,call 0x52eba0,
0x0052e8c8,0x0052e8d0,immediate,jb 0x52e8d0,
0x0052e8ce,0x0052e8f3,immediate,jae 0x52e8f3,
0x0052e8d3,0x0049c160,direct_call,call 0x49c160,
0x0052e8e1,0x0052e8e9,immediate,jae 0x52e8e9,
0x0052e8e3,0x004c5d00,direct_call,call 0x4c5d00,
0x0052e8f1,0x0052e8b8,immediate,jmp 0x52e8b8,
0x0052e8fc,0x0052eca0,direct_call,call 0x52eca0,
0x0052e917,0x00489390,direct_call,call 0x489390,
0x0052e936,0x0052e942,immediate,ja 0x52e942,
0x0052e940,0x0052e92e,immediate,jmp 0x52e92e,
0x0052e945,0x0052eba0,direct_call,call 0x52eba0,
0x0052e95b,0x0052eb60,direct_call,call 0x52eb60,
0x0052e965,0x0052eb80,direct_call,call 0x52eb80,
0x0052e975,0x0052eb60,direct_call,call 0x52eb60,
0x0052e991,0x004c5460,direct_call,call 0x4c5460,
0x0052e9a2,0x0052ea03,immediate,ja 0x52ea03,
0x0052e9a7,0x0052eb60,direct_call,call 0x52eb60,
0x0052e9ba,0x0052eb60,direct_call,call 0x52eb60,
0x0052e9d0,0x004c5460,direct_call,call 0x4c5460,
0x0052e9e6,0x004c5390,direct_call,call 0x4c5390,
0x0052e9f6,0x004c5390,direct_call,call 0x4c5390,
0x0052e9fe,0x0052ea84,immediate,jmp 0x52ea84,
0x0052ea06,0x0052eb60,direct_call,call 0x52eb60,
0x0052ea19,0x0052eb60,direct_call,call 0x52eb60,
0x0052ea2f,0x004c5460,direct_call,call 0x4c5460,
0x0052ea3a,0x0052eb60,direct_call,call 0x52eb60,
0x0052ea4d,0x0052eb60,direct_call,call 0x52eb60,
0x0052ea69,0x004c5460,direct_call,call 0x4c5460,
0x0052ea7c,0x004c5390,direct_call,call 0x4c5390,
0x0052ea87,0x0052eb60,direct_call,call 0x52eb60,
0x0052ea8f,0x0052eaf3,immediate,je 0x52eaf3,
0x0052ea94,0x0052eb60,direct_call,call 0x52eb60,
0x0052ea9e,0x0052eb80,direct_call,call 0x52eb80,
0x0052eaae,0x0052eb60,direct_call,call 0x52eb60,
0x0052eac0,0x0040c6b0,direct_call,call 0x40c6b0,
0x0052eacb,0x0052eba0,direct_call,call 0x52eba0,
0x0052ead8,0x0052eb60,direct_call,call 0x52eb60,
0x0052eaed,0x00497fc0,direct_call,call 0x497fc0,
0x0052eaf6,0x0052eb60,direct_call,call 0x52eb60,
0x0052eb03,0x0052eba0,direct_call,call 0x52eba0,
0x0052eb1e,0x005429ee,direct_call,call 0x5429ee,
0x0052eb3a,0x004fbff0,direct_call,call 0x4fbff0,
0x0052eb40,0x0040b280,direct_call,call 0x40b280,
0x0052eb50,0x0052d990,direct_call,call 0x52d990,
0x0052eb6a,0x004fbff0,direct_call,call 0x4fbff0,
0x0052eb8a,0x004fbff0,direct_call,call 0x4fbff0,
0x0052ebaa,0x004fbff0,direct_call,call 0x4fbff0,
0x0052ebc5,0x00567750,immediate,push 0x567750,
0x0052ebee,0x0040e700,direct_call,call 0x40e700,
0x0052ec00,0x0040b280,direct_call,call 0x40b280,
0x0052ec12,0x0052d070,direct_call,call 0x52d070,
0x0052ec35,0x00567750,immediate,push 0x567750,
0x0052ec5e,0x0040e700,direct_call,call 0x40e700,
0x0052ec70,0x0040b280,direct_call,call 0x40b280,
0x0052ec82,0x0052d0a0,direct_call,call 0x52d0a0,
0x0052ecaa,0x004fbff0,direct_call,call 0x4fbff0,
0x0052ecca,0x004fbff0,direct_call,call 0x4fbff0,
0x0052ecea,0x004fbff0,direct_call,call 0x4fbff0,
0x0052ecf1,0x0040e5e0,direct_call,call 0x40e5e0,
0x0052ed16,0x0052eb80,direct_call,call 0x52eb80,
0x0052ed22,0x0052ed78,immediate,jle 0x52ed78,
0x0052ed30,0x0052eb60,direct_call,call 0x52eb60,
0x0052ed46,0x0052ed6a,immediate,je 0x52ed6a,
0x0052ed4b,0x0040f160,direct_call,call 0x40f160,
0x0052ed64,0x00497fc0,direct_call,call 0x497fc0,
0x0052ed6e,0x0040c6b0,direct_call,call 0x40c6b0,
0x0052ed76,0x0052ed1e,immediate,jmp 0x52ed1e,
0x0052ed7d,0x0040c080,direct_call,call 0x40c080,
0x0052ed85,0x0040f160,direct_call,call 0x40f160,
0x0052ed8e,0x0040b670,direct_call,call 0x40b670,
0x0052ed96,0x0052eba0,direct_call,call 0x52eba0,
0x0052eda3,0x0052eb60,direct_call,call 0x52eb60,
0x0052edb8,0x00497fc0,direct_call,call 0x497fc0,
0x0052edc0,0x0052eb60,direct_call,call 0x52eb60,
0x0052edce,0x0052eba0,direct_call,call 0x52eba0,
0x0052edde,0x005429ee,direct_call,call 0x5429ee,
0x0052edfe,0x0052e770,direct_call,call 0x52e770,
0x0052ee1c,0x004fbff0,direct_call,call 0x4fbff0,
0x0052ee27,0x0052eca0,direct_call,call 0x52eca0,
0x0052ee3b,0x004c5c80,direct_call,call 0x4c5c80,
0x0052ee7a,0x0052ece0,direct_call,call 0x52ece0,
0x0052ee83,0x0052f0d0,direct_call,call 0x52f0d0,
0x0052ee8d,0x0052ee9a,immediate,jne 0x52ee9a,
0x0052ee92,0x0052f5b0,direct_call,call 0x52f5b0,
0x0052ee98,0x0052ee80,immediate,jmp 0x52ee80,
0x0052ee9d,0x0052eb60,direct_call,call 0x52eb60,
0x0052eea5,0x0052eeb0,immediate,je 0x52eeb0,
0x0052eeaa,0x0052ed00,direct_call,call 0x52ed00,
0x0052eecc,0x004fbff0,direct_call,call 0x4fbff0,
0x0052eed2,0x0040b280,direct_call,call 0x40b280,
0x0052eee0,0x0052eca0,direct_call,call 0x52eca0,
0x0052eef5,0x0052d9f0,direct_call,call 0x52d9f0,
0x0052ef1d,0x004fbff0,direct_call,call 0x4fbff0,
0x0052ef23,0x0040b280,direct_call,call 0x40b280,
0x0052ef31,0x0052eca0,direct_call,call 0x52eca0,
0x0052ef3b,0x0052ecc0,direct_call,call 0x52ecc0,
0x0052ef52,0x0052d9f0,direct_call,call 0x52d9f0,
0x0052ef85,0x0052e830,direct_call,call 0x52e830,
0x0052ef98,0x0052d9f0,direct_call,call 0x52d9f0,
0x0052efc6,0x0052f7d0,direct_call,call 0x52f7d0,
0x0052efec,0x004fbff0,direct_call,call 0x4fbff0,
0x0052eff2,0x0040b280,direct_call,call 0x40b280,
0x0052f000,0x0052eca0,direct_call,call 0x52eca0,
0x0052f015,0x0052d990,direct_call,call 0x52d990,
0x0052f036,0x0052df30,direct_call,call 0x52df30,
0x0052f04e,0x004154c0,direct_call,call 0x4154c0,
0x0052f0bf,0x0052f075,immediate,jne 0x52f075,
0x0052f0dc,0x0052ecc0,direct_call,call 0x52ecc0,
0x0052f0e4,0x0052f0ef,immediate,jne 0x52f0ef,
0x0052f0ed,0x0052f0f6,immediate,jmp 0x52f0f6,
0x0052f112,0x0049f1c0,direct_call,call 0x49f1c0,
0x0052f173,0x0052f122,immediate,jne 0x52f122,
0x0052f178,0x00449240,direct_call,call 0x449240,
0x0052f1a8,0x0056aff0,immediate,push 0x56aff0,
0x0052f1e1,0x0052d910,direct_call,call 0x52d910,
0x0052f1ed,0x0052eb30,direct_call,call 0x52eb30,
0x0052f202,0x0052d910,direct_call,call 0x52d910,
0x0052f20e,0x0052eb30,direct_call,call 0x52eb30,
0x0052f21e,0x0052efe0,direct_call,call 0x52efe0,
0x0052f227,0x0052ddf0,direct_call,call 0x52ddf0,
0x0052f236,0x0052ddf0,direct_call,call 0x52ddf0,
0x0052f242,0x0052f258,immediate,jne 0x52f258,
0x0052f24b,0x0052d970,direct_call,call 0x52d970,
0x0052f253,0x0052f3f1,immediate,jmp 0x52f3f1,
0x0052f25d,0x0040c080,direct_call,call 0x40c080,
0x0052f269,0x0052ef70,direct_call,call 0x52ef70,
0x0052f273,0x0040c080,direct_call,call 0x40c080,
0x0052f27f,0x0052ef70,direct_call,call 0x52ef70,
0x0052f28f,0x0052ef10,direct_call,call 0x52ef10,
0x0052f29e,0x0052de40,direct_call,call 0x52de40,
0x0052f2a6,0x0052f332,immediate,jae 0x52f332,
0x0052f2ce,0x0052eec0,direct_call,call 0x52eec0,
0x0052f309,0x0052d7d0,direct_call,call 0x52d7d0,
0x0052f311,0x0052f31c,immediate,jmp 0x52f31c,
0x0052f320,0x0052f32d,immediate,jbe 0x52f32d,
0x0052f325,0x0052f670,direct_call,call 0x52f670,
0x0052f32b,0x0052f313,immediate,jmp 0x52f313,
0x0052f32d,0x0052f3cb,immediate,jmp 0x52f3cb,
0x0052f348,0x0052ef10,direct_call,call 0x52ef10,
0x0052f3a7,0x0052d6e0,direct_call,call 0x52d6e0,
0x0052f3af,0x0052f3ba,immediate,jmp 0x52f3ba,
0x0052f3be,0x0052f3cb,immediate,jbe 0x52f3cb,
0x0052f3c3,0x0052f5b0,direct_call,call 0x52f5b0,
0x0052f3c9,0x0052f3b1,immediate,jmp 0x52f3b1,
0x0052f3d5,0x0052efe0,direct_call,call 0x52efe0,
0x0052f3e8,0x0052de60,direct_call,call 0x52de60,
0x0052f401,0x005429ee,direct_call,call 0x5429ee,
0x0052f425,0x00568060,immediate,push 0x568060,
0x0052f45d,0x0052d910,direct_call,call 0x52d910,
0x0052f463,0x0052d4c0,direct_call,call 0x52d4c0,
0x0052f474,0x0052d910,direct_call,call 0x52d910,
0x0052f480,0x0052f190,direct_call,call 0x52f190,
0x0052f4aa,0x0052f8e0,direct_call,call 0x52f8e0,
0x0052f4ca,0x0052f4a0,direct_call,call 0x52f4a0,
0x0052f4f7,0x0052f52a,immediate,jne 0x52f52a,
0x0052f51d,0x0052f060,direct_call,call 0x52f060,
0x0052f528,0x0052f531,immediate,jmp 0x52f531,
0x0052f557,0x0052f578,immediate,jne 0x52f578,
0x0052f56b,0x0052f060,direct_call,call 0x52f060,
0x0052f576,0x0052f57f,immediate,jmp 0x52f57f,
0x0052f5b5,0x005699b0,immediate,push 0x5699b0,
0x0052f5dc,0x0052eca0,direct_call,call 0x52eca0,
0x0052f5e6,0x0052ecc0,direct_call,call 0x52ecc0,
0x0052f5f9,0x004fbff0,direct_call,call 0x4fbff0,
0x0052f608,0x004b6580,direct_call,call 0x4b6580,
0x0052f613,0x0040f160,direct_call,call 0x40f160,
0x0052f623,0x004ae9d0,direct_call,call 0x4ae9d0,
0x0052f62e,0x0052ecc0,direct_call,call 0x52ecc0,
0x0052f649,0x0052f659,immediate,jne 0x52f659,
0x0052f64e,0x0052eca0,direct_call,call 0x52eca0,
0x0052f675,0x005699b0,immediate,push 0x5699b0,
0x0052f69b,0x004fbff0,direct_call,call 0x4fbff0,
0x0052f6a6,0x0052eca0,direct_call,call 0x52eca0,
0x0052f6b7,0x004b6580,direct_call,call 0x4b6580,
0x0052f6c2,0x0040f160,direct_call,call 0x40f160,
0x0052f6d2,0x004ae9d0,direct_call,call 0x4ae9d0,
0x0052f6dd,0x0052ecc0,direct_call,call 0x52ecc0,
0x0052f6f8,0x0052f70a,immediate,jne 0x52f70a,
0x0052f6fd,0x0052eca0,direct_call,call 0x52eca0,
0x0052f708,0x0052f722,immediate,jmp 0x52f722,
0x0052f70d,0x0052eca0,direct_call,call 0x52eca0,
0x0052f74d,0x0052f8e0,direct_call,call 0x52f8e0,
0x0052f755,0x0052f75b,immediate,ja 0x52f75b,
0x0052f759,0x0052f7ba,immediate,jmp 0x52f7ba,
0x0052f768,0x0052dce0,direct_call,call 0x52dce0,
0x0052f785,0x0052efe0,direct_call,call 0x52efe0,
0x0052f79d,0x0052de60,direct_call,call 0x52de60,
0x0052f7a5,0x0052d910,direct_call,call 0x52d910,
0x0052f7b1,0x0052f420,direct_call,call 0x52f420,
0x0052f7da,0x0052ece0,direct_call,call 0x52ece0,
0x0052f7e6,0x0052d270,direct_call,call 0x52d270,
0x0052f82e,0x00423520,direct_call,call 0x423520,
0x0052f845,0x005679cd,immediate,push 0x5679cd,
0x0052f872,0x0040c310,direct_call,call 0x40c310,
0x0052f87b,0x0040b730,direct_call,call 0x40b730,
0x0052f88a,0x004640e0,direct_call,call 0x4640e0,
0x0052f89c,0x0052c1b0,direct_call,call 0x52c1b0,
0x0052f8a7,0x004beb40,direct_call,call 0x4beb40,
0x0052f8b6,0x0040b900,direct_call,call 0x40b900,
0x0052f8cc,0x005429ee,direct_call,call 0x5429ee,
0x0052f8ea,0x0052ecc0,direct_call,call 0x52ecc0,
0x0052f90e,0x0052ca70,direct_call,call 0x52ca70,
0x0052f915,0x0052f91e,immediate,je 0x52f91e,
0x0052f919,0x0052f9a1,immediate,jmp 0x52f9a1,
0x0052f928,0x0052f840,direct_call,call 0x52f840,
0x0052f935,0x0052f94d,immediate,je 0x52f94d,
0x0052f941,0x0052df00,direct_call,call 0x52df00,
0x0052f94b,0x0052f9a1,immediate,jmp 0x52f9a1,
0x0052f94d,0x00575770,immediate:string,push 0x575770,D:\cygwin\home\zun\prog\th20\src\game\trophy.cpp:181 TrophyInf
0x0052f958,0x0052d690,direct_call,call 0x52d690,
0x0052f964,0x0052f96a,immediate,jne 0x52f96a,
0x0052f968,0x0052f9a1,immediate,jmp 0x52f9a1,
0x0052f971,0x0052e170,direct_call,call 0x52e170,
0x0052f978,0x0052f97e,immediate,je 0x52f97e,
0x0052f97a,0x0052f983,immediate,jmp 0x52f983,
0x0052f97c,0x0052f983,immediate,jmp 0x52f983,
0x0052f981,0x0052f9a1,immediate,jmp 0x52f9a1,
0x0052f987,0x0052f99f,immediate,je 0x52f99f,
0x0052f993,0x0041f7c0,direct_call,call 0x41f7c0,
0x0052f9c0,0x005516c1,direct_call,call 0x5516c1,
0x0052f9cb,0x0040ff30,direct_call,call 0x40ff30,
0x0052f9e8,0x005516d6,direct_call,call 0x5516d6,
0x0052f9f9,0x0052fa06,immediate,jne 0x52fa06,
0x0052f9fb,0x005756a4,immediate:string,push 0x5756a4,invalid stoi argument
0x0052fa00,0x00540eb5,direct_call,call 0x540eb5,
0x0052fa0c,0x0052fa19,immediate,jne 0x52fa19,
0x0052fa0e,0x005756bc,immediate:string,push 0x5756bc,stoi argument out of range
0x0052fa13,0x00540ef5,direct_call,call 0x540ef5,
0x0052fa1d,0x0052fa2a,immediate,je 0x52fa2a,
0x0052fa32,0x005429ee,direct_call,call 0x5429ee,
0x0052fa45,0x00567f24,immediate,push 0x567f24,
0x0052fa6a,0x0054275d,direct_call,call 0x54275d,
0x0052fa80,0x0052fa9f,immediate,je 0x52fa9f,
0x0052fa8a,0x00544760,direct_call,call 0x544760,
0x0052fa95,0x0052fb40,direct_call,call 0x52fb40,
0x0052fa9d,0x0052faa6,immediate,jmp 0x52faa6,
0x0052fb0e,0x00422d90,direct_call,call 0x422d90,
0x0052fb19,0x00422d90,direct_call,call 0x422d90,
0x0052fb4a,0x0052fad0,direct_call,call 0x52fad0,
0x0052fb8f,0x00423520,direct_call,call 0x423520,
0x0052fb9c,0x00423520,direct_call,call 0x423520,
0x0052fbe2,0x0052fc2d,immediate,jne 0x52fc2d,
0x0052fbe6,0x00464230,direct_call,call 0x464230,
0x0052fbf0,0x00530580,direct_call,call 0x530580,
0x0052fbf7,0x00460830,direct_call,call 0x460830,
0x0052fc01,0x004ff6b0,direct_call,call 0x4ff6b0,
0x0052fc25,0x00504d40,direct_call,call 0x504d40,
0x0052fc2b,0x0052fc78,immediate,jmp 0x52fc78,
0x0052fc2f,0x00464230,direct_call,call 0x464230,
0x0052fc39,0x005305a0,direct_call,call 0x5305a0,
0x0052fc40,0x00460830,direct_call,call 0x460830,
0x0052fc4a,0x004ff6b0,direct_call,call 0x4ff6b0,
0x0052fc72,0x00504d40,direct_call,call 0x504d40,
0x0052fc8c,0x00530010,immediate,"mov dword ptr [eax + 0x11c], 0x530010",
