entry_va,name,role_candidate,role_confidence,recovery_status,build_integration_status,module_id,ghidra_body_bytes,source_paths,warnings,undefined_type_occurrences,generated_globals,register_values,unresolved_indirect_calls,pseudocode_file
0x004e1250,FUN_004e1250,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,188,,0,5,1,0,0,pseudocode/004e1250.c
0x004e1310,FUN_004e1310,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,246,,0,1,3,0,0,pseudocode/004e1310.c
0x004e1410,FUN_004e1410,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,146,,0,2,1,0,0,pseudocode/004e1410.c
0x004e14b0,FUN_004e14b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,88,,2,3,0,0,0,pseudocode/004e14b0.c
0x004e1510,FUN_004e1510,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,86,,0,0,2,0,0,pseudocode/004e1510.c
0x004e1570,FUN_004e1570,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,73,,0,5,0,0,0,pseudocode/004e1570.c
0x004e15c0,FUN_004e15c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,29,,0,2,1,0,0,pseudocode/004e15c0.c
0x004e15e0,FUN_004e15e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,154,,0,5,1,0,0,pseudocode/004e15e0.c
0x004e1680,FUN_004e1680,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,130,,0,2,0,0,0,pseudocode/004e1680.c
0x004e1710,FUN_004e1710,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,161,,0,3,1,0,0,pseudocode/004e1710.c
0x004e17c0,FUN_004e17c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,140,,0,4,0,0,0,pseudocode/004e17c0.c
0x004e1850,FUN_004e1850,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,108,,0,2,0,0,0,pseudocode/004e1850.c
0x004e18c0,FUN_004e18c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,488,,0,5,1,1,0,pseudocode/004e18c0.c
0x004e1ab0,FUN_004e1ab0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,122,,0,2,0,0,0,pseudocode/004e1ab0.c
0x004e1b30,FUN_004e1b30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,104,,0,3,0,1,0,pseudocode/004e1b30.c
0x004e1ba0,FUN_004e1ba0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,135,,0,8,0,1,0,pseudocode/004e1ba0.c
0x004e1c30,FUN_004e1c30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,122,,0,13,0,0,0,pseudocode/004e1c30.c
0x004e1cb0,FUN_004e1cb0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,40,,0,0,0,0,0,pseudocode/004e1cb0.c
0x004e1ce0,FUN_004e1ce0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,428,,0,6,2,1,0,pseudocode/004e1ce0.c
0x004e1e90,FUN_004e1e90,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,215,,0,6,3,1,0,pseudocode/004e1e90.c
0x004e1f70,FUN_004e1f70,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,81,,0,1,0,0,0,pseudocode/004e1f70.c
0x004e1fd0,FUN_004e1fd0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,44,,1,0,0,0,0,pseudocode/004e1fd0.c
0x004e2000,FUN_004e2000,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,0,0,0,0,pseudocode/004e2000.c
0x004e2020,FUN_004e2020,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,27,,0,0,0,0,0,pseudocode/004e2020.c
0x004e2040,FUN_004e2040,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,49,,0,3,0,0,0,pseudocode/004e2040.c
0x004e2080,FUN_004e2080,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,71,,0,1,0,0,0,pseudocode/004e2080.c
0x004e20d0,FUN_004e20d0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,379,,0,4,5,0,0,pseudocode/004e20d0.c
0x004e2260,FUN_004e2260,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,10872,,0,112,17,9,0,pseudocode/004e2260.c
0x004e4d50,FUN_004e4d50,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,718,,0,2,10,0,0,pseudocode/004e4d50.c
0x004e5020,FUN_004e5020,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,535,,1,3,8,1,0,pseudocode/004e5020.c
0x004e5240,FUN_004e5240,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,328,,1,2,5,1,0,pseudocode/004e5240.c
0x004e5390,FUN_004e5390,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,300,,0,2,2,0,0,pseudocode/004e5390.c
0x004e54c0,FUN_004e54c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,350,,1,1,8,0,0,pseudocode/004e54c0.c
0x004e5620,FUN_004e5620,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,631,,1,1,8,0,0,pseudocode/004e5620.c
0x004e58a0,FUN_004e58a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,77,,0,1,1,0,0,pseudocode/004e58a0.c
0x004e58f0,FUN_004e58f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,135,,0,3,4,1,0,pseudocode/004e58f0.c
0x004e5980,FUN_004e5980,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,89,,0,1,0,0,0,pseudocode/004e5980.c
0x004e59e0,FUN_004e59e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,492,,0,11,13,1,0,pseudocode/004e59e0.c
0x004e5bd0,FUN_004e5bd0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,400,,0,4,7,0,0,pseudocode/004e5bd0.c
0x004e5d60,FUN_004e5d60,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,440,,0,16,6,1,0,pseudocode/004e5d60.c
0x004e5f30,FUN_004e5f30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,359,,0,11,7,1,0,pseudocode/004e5f30.c
0x004e60a0,FUN_004e60a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,29,,0,0,0,0,0,pseudocode/004e60a0.c
0x004e60c0,FUN_004e60c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,363,,0,10,10,0,0,pseudocode/004e60c0.c
0x004e6230,FUN_004e6230,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,20,,0,0,0,0,0,pseudocode/004e6230.c
0x004e6250,FUN_004e6250,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,510,,0,5,2,0,0,pseudocode/004e6250.c
0x004e6450,FUN_004e6450,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,73,,0,1,0,0,1,pseudocode/004e6450.c
0x004e64a0,FUN_004e64a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,29,,0,0,0,0,0,pseudocode/004e64a0.c
0x004e64c0,FUN_004e64c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,84,,0,0,0,0,0,pseudocode/004e64c0.c
0x004e6520,FUN_004e6520,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,13,,0,0,0,0,0,pseudocode/004e6520.c
0x004e6530,FUN_004e6530,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,203,,0,21,0,0,0,pseudocode/004e6530.c
0x004e6600,FUN_004e6600,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,149,,0,7,0,0,0,pseudocode/004e6600.c
0x004e66a0,FUN_004e66a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,13,,0,0,0,0,0,pseudocode/004e66a0.c
0x004e66b0,FUN_004e66b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,22,,0,0,0,0,0,pseudocode/004e66b0.c
0x004e66d0,FUN_004e66d0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,17,,0,2,0,0,0,pseudocode/004e66d0.c
0x004e66f0,FUN_004e66f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,20,,0,2,0,0,0,pseudocode/004e66f0.c
0x004e6710,FUN_004e6710,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,33,,0,0,0,0,0,pseudocode/004e6710.c
0x004e6740,FUN_004e6740,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,48,,0,2,0,0,0,pseudocode/004e6740.c
0x004e6770,FUN_004e6770,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,20,,0,2,0,0,0,pseudocode/004e6770.c
0x004e6790,FUN_004e6790,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,0,0,0,0,pseudocode/004e6790.c
0x004e67b0,FUN_004e67b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,35,,0,2,0,0,0,pseudocode/004e67b0.c
0x004e67e0,FUN_004e67e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,190,,0,0,1,0,0,pseudocode/004e67e0.c
0x004e68a0,FUN_004e68a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,23,,0,0,0,0,0,pseudocode/004e68a0.c
0x004e68c0,FUN_004e68c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,49,,0,0,0,0,0,pseudocode/004e68c0.c
0x004e6900,FUN_004e6900,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,22,,0,0,0,0,0,pseudocode/004e6900.c
0x004e6920,FUN_004e6920,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,2,0,0,0,pseudocode/004e6920.c
0x004e6940,FUN_004e6940,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,22,,0,2,0,0,0,pseudocode/004e6940.c
0x004e6960,FUN_004e6960,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,2,0,0,0,pseudocode/004e6960.c
0x004e6980,FUN_004e6980,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,2,0,0,0,pseudocode/004e6980.c
0x004e69a0,FUN_004e69a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,39,,0,2,0,0,0,pseudocode/004e69a0.c
0x004e69d0,DelayUpdateFrameTitle,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,32,,0,0,0,0,0,pseudocode/004e69d0.c
0x004e69f0,FUN_004e69f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,39,,0,0,0,0,0,pseudocode/004e69f0.c
0x004e6a20,FUN_004e6a20,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,2,0,0,0,pseudocode/004e6a20.c
0x004e6a40,FUN_004e6a40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,39,,0,1,0,0,0,pseudocode/004e6a40.c
0x004e6a70,FUN_004e6a70,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,2,0,0,0,pseudocode/004e6a70.c
0x004e6a90,FUN_004e6a90,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,94,,0,5,0,0,0,pseudocode/004e6a90.c
0x004e6af0,FUN_004e6af0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,25,,0,2,0,0,0,pseudocode/004e6af0.c
0x004e6b10,FUN_004e6b10,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,29,,0,2,0,0,0,pseudocode/004e6b10.c
0x004e6b30,FUN_004e6b30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,71,,0,0,0,0,0,pseudocode/004e6b30.c
0x004e6b80,FUN_004e6b80,game_or_engine_source_diagnostic,retained_source_string_reference,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,76,game/pause.cpp,0,4,0,0,0,pseudocode/004e6b80.c
0x004e6bd0,FUN_004e6bd0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,34,,0,5,0,0,0,pseudocode/004e6bd0.c
0x004e6c00,FUN_004e6c00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,45,,0,4,0,0,0,pseudocode/004e6c00.c
0x004e6c30,FUN_004e6c30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,30,,0,0,0,0,0,pseudocode/004e6c30.c
0x004e6c50,FUN_004e6c50,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,23,,0,0,0,0,0,pseudocode/004e6c50.c
0x004e6c70,FUN_004e6c70,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,23,,0,0,0,0,0,pseudocode/004e6c70.c
0x004e6c90,FUN_004e6c90,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,17,,0,0,0,0,0,pseudocode/004e6c90.c
0x004e6cb0,FUN_004e6cb0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,262,,0,10,1,0,0,pseudocode/004e6cb0.c
0x004e6dc0,FUN_004e6dc0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,75,,0,2,0,0,0,pseudocode/004e6dc0.c
0x004e6e10,FUN_004e6e10,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,226,,1,11,0,0,0,pseudocode/004e6e10.c
0x004e6f00,FUN_004e6f00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,48,,0,4,0,0,0,pseudocode/004e6f00.c
0x004e6f30,FUN_004e6f30,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,16,,0,0,0,0,0,pseudocode/004e6f30.c
0x004e6f40,FUN_004e6f40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,16,,0,0,0,0,0,pseudocode/004e6f40.c
0x004e6f50,FUN_004e6f50,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,164,,0,8,1,0,0,pseudocode/004e6f50.c
0x004e7000,FUN_004e7000,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,117,,1,11,0,0,0,pseudocode/004e7000.c
0x004e7080,FUN_004e7080,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,47,,0,4,0,0,0,pseudocode/004e7080.c
0x004e70b0,FUN_004e70b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,26,,0,0,0,0,0,pseudocode/004e70b0.c
0x004e70d0,FUN_004e70d0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,26,,0,0,0,0,0,pseudocode/004e70d0.c
0x004e70f0,FUN_004e70f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,117,,1,11,0,0,0,pseudocode/004e70f0.c
0x004e7170,FUN_004e7170,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,47,,0,4,0,0,0,pseudocode/004e7170.c
0x004e71a0,FUN_004e71a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,10,,0,2,0,0,0,pseudocode/004e71a0.c
0x004e71b0,FUN_004e71b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,124,,1,11,0,0,0,pseudocode/004e71b0.c
0x004e7230,FUN_004e7230,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,54,,0,4,0,0,0,pseudocode/004e7230.c
0x004e7270,FUN_004e7270,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,126,,0,11,0,0,0,pseudocode/004e7270.c
0x004e72f0,FUN_004e72f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,56,,0,5,0,0,0,pseudocode/004e72f0.c
0x004e7330,FUN_004e7330,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,126,,0,11,0,0,0,pseudocode/004e7330.c
0x004e73b0,FUN_004e73b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,299,,0,12,1,0,0,pseudocode/004e73b0.c
0x004e74e0,FUN_004e74e0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,117,,1,11,0,0,0,pseudocode/004e74e0.c
0x004e7560,FUN_004e7560,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,47,,0,4,0,0,0,pseudocode/004e7560.c
0x004e7590,FUN_004e7590,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,117,,1,11,0,0,0,pseudocode/004e7590.c
0x004e7610,FUN_004e7610,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,47,,0,4,0,0,0,pseudocode/004e7610.c
0x004e7640,FUN_004e7640,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,118,,1,12,0,0,0,pseudocode/004e7640.c
0x004e76c0,FUN_004e76c0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,48,,0,4,0,0,0,pseudocode/004e76c0.c
0x004e76f0,FUN_004e76f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,121,,1,13,0,0,0,pseudocode/004e76f0.c
0x004e7770,FUN_004e7770,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,51,,0,2,0,0,0,pseudocode/004e7770.c
0x004e77b0,FUN_004e77b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,121,,1,11,0,0,0,pseudocode/004e77b0.c
0x004e7830,FUN_004e7830,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,51,,0,4,0,0,0,pseudocode/004e7830.c
0x004e7870,FUN_004e7870,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,36,,0,2,0,0,0,pseudocode/004e7870.c
0x004e78a0,FUN_004e78a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,36,,0,2,0,0,0,pseudocode/004e78a0.c
0x004e78d0,FUN_004e78d0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,121,,1,11,0,0,0,pseudocode/004e78d0.c
0x004e7950,FUN_004e7950,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,51,,0,6,0,0,0,pseudocode/004e7950.c
0x004e7990,FUN_004e7990,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,11,,0,2,0,0,0,pseudocode/004e7990.c
0x004e79a0,FUN_004e79a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,226,,1,11,0,0,0,pseudocode/004e79a0.c
0x004e7a90,FUN_004e7a90,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,48,,0,4,0,0,0,pseudocode/004e7a90.c
0x004e7ac0,FUN_004e7ac0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,27,,0,0,0,0,0,pseudocode/004e7ac0.c
0x004e7ae0,FUN_004e7ae0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,30,,0,2,0,0,0,pseudocode/004e7ae0.c
0x004e7b00,FUN_004e7b00,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,105,,0,4,0,0,0,pseudocode/004e7b00.c
0x004e7b70,FUN_004e7b70,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,106,,0,8,0,0,0,pseudocode/004e7b70.c
0x004e7be0,FUN_004e7be0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,82,,0,5,0,0,0,pseudocode/004e7be0.c
0x004e7c40,FUN_004e7c40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,495,,0,3,3,1,0,pseudocode/004e7c40.c
0x004e7e40,FUN_004e7e40,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,588,,0,4,3,1,0,pseudocode/004e7e40.c
0x004e80a0,FUN_004e80a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,721,,0,5,3,1,0,pseudocode/004e80a0.c
0x004e8390,FUN_004e8390,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,443,,0,3,3,1,0,pseudocode/004e8390.c
0x004e8550,FUN_004e8550,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,534,,0,4,3,1,0,pseudocode/004e8550.c
0x004e8770,FUN_004e8770,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,157,,0,10,0,1,0,pseudocode/004e8770.c
0x004e8820,FUN_004e8820,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,1269,,0,20,4,1,0,pseudocode/004e8820.c
0x004e8d20,FUN_004e8d20,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,851,,0,7,0,0,0,pseudocode/004e8d20.c
0x004e9080,FUN_004e9080,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,534,,0,11,1,0,0,pseudocode/004e9080.c
0x004e92a0,FUN_004e92a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,597,,0,11,1,0,0,pseudocode/004e92a0.c
0x004e9500,FUN_004e9500,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,108,,0,8,0,1,0,pseudocode/004e9500.c
0x004e9580,FUN_004e9580,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,110,,0,8,0,1,0,pseudocode/004e9580.c
0x004e9600,FUN_004e9600,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,144,,0,7,0,1,0,pseudocode/004e9600.c
0x004e96a0,FUN_004e96a0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,43,,0,6,0,0,0,pseudocode/004e96a0.c
0x004e96d0,FUN_004e96d0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,52,,0,5,0,0,0,pseudocode/004e96d0.c
0x004e9710,FUN_004e9710,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,253,,0,19,0,0,0,pseudocode/004e9710.c
0x004e9810,FUN_004e9810,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,98,,0,4,0,0,0,pseudocode/004e9810.c
0x004e9880,FUN_004e9880,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,107,,0,10,0,0,0,pseudocode/004e9880.c
0x004e98f0,FUN_004e98f0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,179,,0,11,1,0,0,pseudocode/004e98f0.c
0x004e99b0,FUN_004e99b0,unclassified_application_or_library,unknown,pseudocode_only_not_recovered_cpp,not_compiled_from_recovered_cpp,,295,,0,9,1,0,0,pseudocode/004e99b0.c
